sr,filename,keyphrases,label
839 , t-212.txt ,"lifestyle mobile choice faster better or funkier hardware phone firms more handsets research phone firms their customers the technology its own sake consumers handsets their lifestyle screen size onboard memory the chip an in-depth study handset maker ericsson the industry technology dr michael bjorn senior advisor mobile media ericsson consumer enterprise lab these technologies their lives consumers their own language the bbc news website the study ericsson 14000 mobile phone owners the ways their phone people habits the same dr bjorn the activity the mobile phone a much more convenient way one good example younger people diaries a mobile phone especially one a camera a different form youngsters text messages their desire contact friends a slightly changed way dr bjorn consumers a phone the sheer variety the new handset technologies new habits and lifestyles ericsson research consumers different tribes phones different ways dr bjorn groups pioneers materialists new things the start many trends phone use instance older people sms five years younger users the children ageing mobile owners older people touch another factor the speed change mobile phone use the simple speed new devices pioneers and materialists about 25% people handsets new innovations cameras consumers a picture message the person the other end this significant number users new innovations dr bjorn early reports camera phone usage japan the innovation a flop 45% the japanese people ericsson their camera phone once a month 2003 the figure 29% europe the numbers people snaps cameras 2003 only 4% the people the uk a phonecam snap once a month the figure 14% similar rises many other european nations dr bjorn people their camera phones very different ways film even digital cameras usage patterns digital cameras usage patterns analogue cameras digital cameras significant events weddings holidays birthdays contrast camera phones a moment everyday life", technology
840 , b-194.txt ,"post-christmas lull uk mortgage lending a post-christmas lull january a slowing housing market lenders both the council mortgage lenders cml building society association bsa lending the cml gross mortgage lending £17.9bn £21.8bn january last year the bsa mortgage approvals - loans £2bn £2.6bn january 2004 the same time the british bankers  association bba lending the bba mortgage lending £4bn january a far smaller increase the £5.1bn december a return the weaker pattern lending the last months 2004 the bba the year-on-year lending comparisons the most striking the cml lending house purchases gross mortgage lending 29% 18% lower year-on-year these figures doubt the recent slowdown the housing market peter williams cml deputy director", business
841 , s-110.txt ,"kenyon robben barca chelsea chief executive peter kenyon reports arjen robben the champions league match barcelona treatment friday bbc five live sportsweek no plans the moment the barcelona game his comments chiropractor jean pierre meersseman the dutchman his foot the start february robben six weeks meersseman the winger the vital stamford bridge game 8 march meersseman the mail sunday arjen foot the last time 12 days an obvious correction one more time the next few days meersseman the medical co-ordinator italian side ac milan", sports
842 , s-191.txt ,"tottenham bid #163 8m forest duonottingham forest an £8m bid tottenham andy reid michael dawson reid a move southampton forest a cash-plus-players offer spurs previous bids the 22-year-old spurs an undisclosed offer 21-year-old defender dawson forest chief executive mark arthur an £8m bid spurs the two players the offer southampton offer republic ireland international reid £3m-plus two players brett ormerod darren kenton spurs previous bids £3m £4m £5m reid the championship club", sports
843 , b-344.txt ,"battered dollar another low the dollar a new record low the euro data fresh concerns the us economy the greenback $1.3516 thin new york trade $1.3509 the dollar september about $1.20 continuing worries the levels the us trade and budget deficits france finance minister the world economic catastrophe the us europe and asia currency controls herve gaymard action the issue the next meeting g7 countries february ministers european and asian governments the us the dollar the excessively high value the euro their export-driven economies the meeting the g7 our american friends coordinated management the world level mr gaymard thursday new low the dollar data year-on-year sales new homes the us 12% november some analysts problems consumer activity commerce department data consumer spending two thirds the us economy just 0.2% last month the figure forecast the 0.8% rise october the official us policy a strong dollar many market observers the dollar fall the boost its exporters the us government pressure exporter organisations the currency abnormal and dangerous heights 2002 the us market forces the dollar strength statements president bush recent weeks his aim the twin us deficits slight upturns the currency some observers the quiet trade thursday small moves the market the underlying trend the dollar a third consecutive year analysts a further albeit less dramatic weakening 2005 the year $1.35 a steady track the euro/dollar 2005 the year $1.40 adrian hughes currency strategist hsbc london", business
844 , b-262.txt ,"asian quake european sharesshares europe leading reinsurers and travel firms the scale the damage tsunamis south asia more than 23000 people a massive underwater earthquake the worst hit areas popular tourist destinations reisurance firms swiss re and munich re investors rebuilding costs the disaster little impact stock markets the us and asia currencies the thai baht indonesian rupiah analysts economic growth the worst possible time hans goetti a singapore-based fund manager the impact the tourist industry thailand travel-related shares europe companies germany tui and lufthansa france club mediterranne insurers and reinsurance firms pressure europe shares munich re swiss re the world two biggest reinsurers 1.7% the market the cost asia zurich financial allianz and axa a decline their losses the market view reinsurers the bulk the costs the size insurance liabilities european shares the impact light post christmas trading germany benchmark dax index the day 16.29 points 3.817.69 france cac index leading shares 5.07 points 3.817.69 investors that declines the travel and insurance firms concrete damage figures swiss re spokesman floiran woest associated press the fact the damage the unfolding scale the disaster south asia little immediate impact us shares the dow jones index 20.54 points 0.2% 10847.66 late morning analsyts more encouraging reports retailers post-christmas sales asian markets adjustments lower earnings the cost repairs thai airways almost 4% the country tourism about 6% its total economy singapore airlines 2.6% about 5% singapore annual gross domestic product gdp tourism malaysia budget airline airasia 2.9% resort operator tanco holdings 5% travel companies a hit japan kinki nippon 1.5% his dropping 3.3% the overall impact asia largest stock market japan nikkei shares just 0.03% concerns the strength economic growth the currency markets the indonesian rupiah 0.6% the us dollar 9300 the thai baht 0.3% the us currency trading 39.10 india more than 2000 people the rupee 0.1% the dollar analysts the total cost the disaster share prices and currencies pressure the bills", business
845 , p-094.txt ,"mcconnell  remark rowscotland first minister a group high school pupils a while jack mcconnell more than 100 secondary pupils schools the highlands the problems binge drinking drink promotions the snp young people the scottish executive mr mcconnell adults his comments a recognition people the first minister comments a question and answer session glenurquhart high school inverness pupils a number secondary schools a highland councillor the event mr mcconnell margaret davidson the independent member the loch ness west the first minister a very general way adults the time one pupil mr mcconnell the executive under-age drinking his response the quip no under-age drinking the highlands the evils binge drinking irresponsible drinks promotions the really serious problem the moment binge drinking the impact people health their ability round mr mcconnell reports the effects binge drinking sprees assaults even rapes the health consequences binge drinking the one thing binge drinking irresponsible drinks promotions lead far too many pub chains much booze people those promotions the hope people a drink the course an evening all means a while a situation people some money snp holyrood leader nicola sturgeon an incredible gaffe jack mcconnell under-age drinking an issue scotland any politician particularly the first minister young people the first minister these remarks an executive spokeswoman mr mcconnell the remark adults not youngsters mind the context adults binge drinks promotions the over-18s a recognition people that binge promotions", politics
846 , p-239.txt ,"row police  power csos the police federation community support officers csos the power suspects up to 30 minutes the powers - piloted six areas all police forces england and wales thursday the federation csos the experience training safety equipment potentially confrontational situations the government the move police safe communities police federation chairman jan berry civilian officers eyes and ears the police potentially confrontational situations csos reasonable force suspects up to 30 minutes police officers the powers chief constables local forces ms berry their original purpose a visible presence low-level crime anti-social behaviour more powers more paperwork less time the street home office minister hazel blears the move the civilian officers just that little bit edge their role the new powers the streets the powers things patrolling the home office its own report csos ms blears the study csos a real difference the fight crime the report the public difficulties a civilian officer a proper officer shadow home secretary david davis the research csos no discernible effect crime figures the answer a lot the government 25000 people bbc home affairs correspondent danny shaw the research about 3500 csos england and wales the government 25000 the streets 2008 a cost £50m powers fines a wide range offences the serious organised crime and police bill extra powers suspects licensing offences direct traffic", politics
847 , e-236.txt ,"franz ferdinand art school lessonscottish rock band franz ferdinand prominence 2004 two brit awards their self-titled debut franz ferdinand most rock bands high credibility critical acclaim stacks cds the head the uk art rock ranks an album songs a cool spiky fun sound bands talking heads a style fashion a while another airing their first uk single hit number three last january two more top 20 hits the album more than 600000 copies 11 months release september album the year the prestigious mercury music prize the festivals circuit the main attractions huge crowds glastonbury t the park and reading/leeds success japan europe the us september the album 500000 the states total sales two million three grammy awards the us the us music industry shortlist award the shortlist prize us band tv the radio franz ferdinand the only uk band an mtv video music award this year the breakthrough video crown take me out the four-piece two years drummer paul thomson the glasgow art school bassist bob hardy singer alex kapranos english university friends art school the line-up guitarist nick mccarthy munich germany the city the turn the year kapranos bbc news online the band serious bands that post-rock thing its damndest any bloody tune people the gigs the tunes the same time an edge franz ferdinand a question every time a song kapranos the fun every stage enjoyment the top priority their own muso posteriors the band a diy ethic a disused art-deco warehouse glasgow the chateau the venue the police a month kapranos the charges an illegal bar health and safety fire hazard noise abatement laws the band an abandoned victorian courtroom jail the chateau the buzz the band the music industry 40 record labels one gig glasgow the band the seriousness kapranos independent label domino home smog sebadoh and four tet june 2003", entertainment
848 , t-192.txt ,"mobile gaming indiagaming the move the fastest-growing activities the tech-savvy india a report the indian mobile gaming market about $26m £13.8m the end 2004 market analysts stat mdr october mobile phone users 1.4 million 44.9 million the number landlines the telecom regulatory authority india analysts cheap rates a huge youth market the market india a large population under-25s urban areas mobiles must-have gadgets india mobile gaming market about $336m £178m 2009 the report mobile gaming the next few years analysts 220 million people games phones 2009 billions mobile companies services just voice calls mobile operators india a result the huge rise subscribers the growth this market sector publishers developers animators musicians content providers the development innovative business models clint wheelock director in-stat/mdr wireless research group mobile gaming fun one key element a rich mobile entertainment experience consumers a lucrative market opportunity industry players india six big games developers four mobile operators games their subscribers the report in-stat/mdr the most important markets the next wave mobile multimedia growth january 2003 only 10 million mobile subscribers india mobiles rural areas poorer telecoms infrastructure the penetration rate other countries less than 20% india total population a mobile india well over 50% most european countries the trend the uptake mobiles many developing economies people slower and more expensive state-run fixed-line operators", technology
849 , p-080.txt ,"adult literacy the government its target adult maths and literacy skills courses a report the national audit office ministers the benchmark 750000 adults england basic qualifications this year a target 1.5 million 2010 creative ideas some 26 million adults maths or english skill levels school-leavers the report more than the qualifications learners 16 to 18 adults the government the purpose these figures adults 19 the number these people qualifications auditor general sir john bourn higher levels literacy and numeracy england more people the opportunity richer lives 2001 the government the get scheme - aimed illiteracy and innumeracy sir john substantial progress only the beginning the government its partners some £3.7bn the programme 2006 the report more details the educational needs areas courses local demand existing adult learners their enthusiasm commitment and local knowledge other people the department education and skills more personalised learning voluntary groups councils employers adult learners  progress frequent intervals the report the government its 2004 target earlier this month prime minister tony blair only the start the journey an estimated 5.2 million adults worse literacy 11 year olds 14.9 million numeracy skills this level the uk economy hundreds millions pounds each year the qualifications part the government scheme gcse equivalents participation target 2.25 million 2010 an interim figure 1.5 million 2007 education minister ivan lewis creative ways people the lowest skill levels the report our efforts pace shadow education secretary tim collins the third report two days labour failure young people the necessary levels literacy and numeracy their working life employers and business leaders concern the number school-leavers these basic skills all the government liberal democrat education spokesman phil willis far too little adult learners their busy lives", politics
850 , t-109.txt ,"home phones future the fixed line phone your home an endangered species research handset maker nokia more and more people their mobile phone every call the study more than 45 million people the uk germany us and south korea a mobile people their fixed line phone call charges the future the nokia-sponsored research mobiles and fixed phones different purposes home phones longer calls conversations mobiles mobiles friends the uk 69% their fixed phone a mobile accuracy tariffs fixed and mobile phones the us and germany the fixed phone a mobile handset access the net relatively high speeds all the countries interviews older people a fixed line phone more than a mobile women 50 a mobile phone the research the move mobile south korea 65% their calls a mobile. 18% a landline house an emotional connection their fixed phone its position the home the cosiness a call nokia these findings implications mobile operators mobiles good call quality the survey voice calls wireless a mobile or wireless service net access the next couple years polling firm mori more than 6000 people the uk germany south korea the survey", technology
851 , e-045.txt ,"jugnot tops french actor league actor gerard jugnot - star the oscar-nominated film the chorus gerard depardieu france best-paid actor 2004 jugnot 5.45m euros £3.77m last year a table france le figaro newspaper the chorus les choristes jugnot an inspiring music teacher a school troubled boys 1949 five films 2004 depardieu 3.35m euros £2.31m third place the chart his name [depardieu] the success a film le figaro newspaper the chorus jugnot an audience nearly nine million people its release last year godzilla star jean reno france second best-paid actor 2004 3.55m euros £2.45m his roles a recent uncredited cameo the oscar-nominated hotel rwanda the highest-ranking woman le figaro list audrey tautou 10th place earning 885000 euros £611000 jean-pierre jeunet a very long engagement un long dimanche de fiancailles co-star tom hanks ron howard the da vinci code the chorus best foreign film sunday oscar ceremony saturday the title best film fellow nominee a very long engagement france cesar film awards", entertainment
852 , t-398.txt ,"spam e-mails net shoppers computer users the world security warnings spam e-mails goods a report more than a quarter software spam e-mails 24% clothes or jewellery goods or services driving advertising traffic organised crime rings spam personal information the business software alliance bsa people alert many online consumers the true motives spammers mike newton a spokesperson the bsa the survey software genuine looking packaging sophisticated websites spammers spyware consumers  knowledge the software pcs and networks information the internet the results the proportion people reading advantage adult entertainment spam e-mails 10 the research 6000 people six countries their attitudes junk e-mails brazilians the most likely spam a third unsolicited junk e-mail 66% goods or services spam the french the second 48% 44% britons advantage products and services 38% people all countries their net security the amount spam more than a third respondents spam e-mails viruses or programs personal information both industry the media awareness the issues illegitimate e-mail the potential financial damage nuisance phishing attacks spoof websites william plante director corporate security and fraud protection security firm symantec the same time consumers caution harm a mixture spam filters spyware detection software sound judgement", technology
853 , e-354.txt ,"stars bafta red carpethollywood stars a touch glamour london saturday the biggest night the british film calendar cate blanchett leonardo dicaprio richard gere the actors the 2005 bafta film awards limos leicester square an uncertain british climate rain one moment late winter sunshine the next the gods the thousands film fans the red carpet their idols screaming a crescendo more and more big name stars the biggest cheer the night the aviator star leonardo dicaprio the chilly february air autographs the throngs the ear-piercing welcome best actress winner imelda staunton a green chiffon dress sequins and beads the bbc news website vera drake the highlight her career her role a backstreet abortionist the gritty low-budget film a clutch awards an oscar nomination a million years more people the film staunton the best actress category cate blanchett her supporting role hollywood icon katherine hepburn the aviator a floor-length shimmering armani dress the australian-born actress autographs glamour the evening actress sienna miller supermodel claudia schiffer her director husband matthew vaughn - troy actress diane kruger star the tv programme the oc micha barton a caramel-coloured floaty frock the designer alexander mcqueen miller reporters the red carpet experience the younger stars british film the shape emma watson hermione the harry potter films the 14-year-old dicaprio and keanu reeves a little actor christian slater one flew the cuckoo nest london west end cries christian christian the ever vocal crowd keanu reeves the best actress award the red carpet an exciting part his job martin scorsese whose movie the aviator best film the uk a lot a great admirer british cinema the 1930s 40s a new energy the best england every two or three years a whole new cycle tough and young film-makers even the older ones good films this way a great honour british actor clive owen a golden globe a bafta his supporting role closer a lot the ceremony the baftas the bottom line a celebration british films", entertainment
854 , p-362.txt ,"brown labour hunting chancellor gordon brown his budget both barrels the opposition parties  core election foxes the council tax an election issue limb limb their wider policies pensioners and families a relatively short speech the best exactly that pre-election boost everyone a couple children a pensioner a patient a youngster mr brown red box an attempt a new labour government a surgeon his handouts absolute precision exactly the groups the government the election campaign the announcements great cheers his own mps full-on election mode their man ammunition the doorsteps his own image a prime minister-in-waiting another little boost labour mps a debate exactly how redistributive a lovely old labour word this chancellor gordon brown a show the man labour an historic third term his demeanour prudence an appearance the end his address voters mess the economic stability britain anyone else the opposition parties all one big con trick the facts the black hole the centre his finances tax increases the election his increase national insurance contributions the 2001 election campaign income tax liberal democrat leader charles kennedy most families the distinction income tax a tax income tory leader michael howard the chancellor his old trick deliberately re-casting his forecasts the illusion the treasury larder the day future use a dodgy vote later budget dodgy figures a dodgy government britain the dodgy dossier the chancellor direct electioneering mr howard no such constraint attacks mr brown forecasts the prime minister forecasts iraq weapons mass destruction a period frantic activity the opposition parties  treasury specialists the chancellor red book the fine detail his budget an attempt the flaws an argument precisely whose policies the council tax people the best deal labour circles an argument just how good a prime minister gordon brown some point the next election", politics
855 , t-013.txt ,"uk pioneers digital film the world first digital cinema network the uk the next 18 months the uk film council a contract £11.5m arts alliance digital cinema aadc the network up to 250 screens aadc the selection cinemas the uk the digital equipment high definition projectors computer servers british and specialist films most cinemas mechanical projectors the new network 250 screens up to 150 cinemas digital projectors high definition images the new network the world total digital screens cinemas the film a portable hard drive the content a computer server each film about 100 gigabytes an original one terabyte-size file fiona deans associate director aadc the compression no picture degradation the film piracy each cinema an individual key the movie people the picture quality a bit no scratches the picture exactly the same the print no degradation quality time the key benefit the digital network an increase the distribution and screening british films documentaries foreign language films access specialised film the uk pete buckingham head distribution and exhibition the uk film council a genuine variety films central london a few other metropolitan areas the choice many outside these areas the digital screen network access audiences the uk digital prints less than a traditional 35mm print - giving distributors more flexibility films ms deans £1500 a copy a print specialist films the digital world prints considerably less distributors prints more cinemas and prints cinemas the uk digital network the first 2k projectors films resolutions 2048 1080 pixels a separate competitive process cinemas the digital screening technology the sheer cost traditional prints some cinemas twice a day costs some films word mouth and time momentum twice a day ms deans a cinema a 35mm print two weeks the film a roaring success the print another cinema digital prints every cinema its own copy", technology
856 , p-357.txt ,"cabinet anger brown cash raidministers plans whitehall cash council tax bills local government minister nick raynsford gordon brown £512m central local government budgets his pre-budget report thursday mr raynsford some pretty frank discussions fellow ministers the plans local governments good services big council tax rises the central government cash part a £1bn package local authorities england next year council tax 5% a general election year mr raynsford nearly all central government departments an interest well run local authorities rows the issue ministerial colleagues some pretty frank discussions bbc radio 4 the world a recognition a good settlement local government health education and other government departments ministers local government unreasonable council tax increases mr raynsford a suggestion the move council taxes an expected general election a response the concerns local government the pressures mr raynsford savings £100m local government pensions schemes the age retiring workers their pensions the changes the problem workers general secretary the public services union unison dave prentis the plans world class public services people retirement", politics
857 , s-464.txt ,"connors british tennisformer world number one jimmy connors a long-term relationship the lawn tennis association the next tim henman the american three days the lta annual elite performance winter camp la manga earlier this week britain the right attitude connors the more the lta the better a short-term arrangement the kids lta chief executive john crowther the relationship jimmy the coaches the players some more jimmy a number weeks a year the beginning a good long-term relationship the camp host more than 30 leading senior and junior players greg rusedski arvind parmar anne keothavong la manga an amazing site a bunch kids the best connors queen club london only the coaches the way the kids their workouts the feeling every practice kids 15 16 17 that desire and passion the coaches the importance work and practice the effort every minute practice la manga lta performance director david felgate bbc sport jimmy the players the coaches the coaches an individual relationship the players the word a 52-week-a-year job my life my passion the same the coaches real input his reputation connors the bbc next year wimbledon championships the second week the tournament", sports
858 , p-099.txt ,"blair prosperity goals tony blair his party next manifesto unremittingly new labour personal prosperity the prime minister a line speculation the state his relationship gordon brown the speech chatham kent prosperity both individual wealth radically improved public services labour mr brown africa a week questions reports his splits downing street the election angry labour mps this week mr blair mr brown the dangers disunity mr blair the focus the substance labour platform a third term government labour low inflation unemployment and mortgage rates the centrepiece a new poster campaign this week thursday mr blair the central purpose ofnew labour personal prosperity well-being justfor a few prosperity both the income and wealth individuals and theirfamilies the opportunity and security radicallyimproved public services a reformed welfare state the tories the apparent feud the top government wednesday a poster the prime minister mr brown the words crime each other michael howard frontbencher john redwood thursday new plans hundreds quangos government lower taxes britain the liberal democrats its obstructing good government the latest speculation relations new labour two most powerful figures the publication a new book brown britain robert preston mr blair mr brown 2003 prime minister the coming general election the book the premier his pledge support cabinet allies and suspicion mr brown mr peston book mr brown mr blair wednesday mr blair mr brown that quote africa tuesday the chancellor reporters the prime minister", politics
859 , t-124.txt ,"loyalty cards idea tv addictsviewers tv loyalty cards a screen any household sky smartcards conjunction their set-top boxes broadcasters sky and itv viewers loyalty points return a particular channel or programme sky a spare slot set-top boxes january marketing magazine new media age sky set-top boxes two slots the viewer decryption card the other loyalty cards a common addition most wallets high street brands customers a series incentives store cards similar schemes the highly competitive world multi-channel tv viewers a particular tv channel free tv content or freebies retail partners broadcasters content children smartcards membership exclusive content and clubs parents some content a kind tv pocket money card nigel whalley managing director media consultancy decipher viewers ad breaks ideas ad bingo firms money the new market mr whalley credit cards set-top boxes movies gambling and gaming the idea an intelligent card boxes a lot possibilities the ingenuity the content players mr whalley the bbc revenue-generating activity little interest the new development freeview set-top boxes mr whalley most freeview boxes a slot viewers a smartcard some 7.4 million households sky boxes sky 10 million 2010 loyalty cards a role the number people their sky subscriptions ian fogg an analyst jupiter research", technology
860 , s-274.txt ,"gerrard anfieldliverpool captain steven gerrard his desire anfield trophies the club the 24-year-old england midfielder his contract reported interest chelsea this season another two no situation a lot speculation club captain the table the champions league gerrard chelsea the summer and speculation a switch stamford bridge the january transfer window doubts his reds future the club title challengers the very near future liverpool boss rafael benitez gerrard anfield benitez steven titles medals liverpool these things your help the squad gerrard the anfield board real madrid striker fernando morientes the january transfer window morientes 28 a willingness england gerrard a great player goals the league cup competitions the champions league europe this season hold a great player spanish coaches a spanish manager three or four spanish players rafael benitez the squad the right players the right price a few new faces january things", sports
861 , s-470.txt ,"moya davis cup wincarlos moya spain davis cup victory the highlight his career andy roddick the usa challenge seville moya spain 2000 victory injury roddick 6-2 7-6 7-1 7-6 7-5 the hosts an unassailable 3-1 lead so many nights this day moya all my energy today today spain only other davis cup title two years valencia australia moya charly the davis cup my dream a bit the outset some people this way my goals the winning point spanish captain jordi arrese charly a great game his opportunity three times roddick his day years this position spain victory the performance rafael nadal roddick the opening singles 18 years 185 days the mallorcan the youngest player the davis cup a great way the year nadal us coach patrick mcenroe roddick the rest his team more tennis clay their skills the surface these guys slow hard courts things a little bit a little bit clay the schedule the work the appropriate time a couple more events these guys the best this stuff mcenroe roddick both his singles the slow clay seville olympic stadium the whole time the top three clay-courters the world the american my chances the bottom line this weekend care business", sports
862 , e-307.txt ,"carry star patsy rowlands actress patsy rowlands millions her roles the carry films the age 71 rowlands the popular carry films fellow regulars sid james kenneth williams barbara windsor a successful television career many years itv well-loved comedy bless this house rowlands hove saturday morning her agent january 1934 rowlands a scholarship the guildhall school speech and drama scholarship just 15 several years the players theatre london her film debut 1963 tom jones tony richardson her first carry film 1969 carry again doctor rowlands the hard-done-by wife the put-upon employee a regular carry star carry your convenience carry matron and carry loving recent years bbc mini-series the cazalets mrs potts the london stage version beauty the beast agent simon beresford an absolutely favourite client an old trouper the old school skills musical theatre high drama the great the good directors the carry films a really lovely person her last appearance stage mrs pearce the award-winning production my fair lady the national theatre one son alan her funeral a private family occasion a memorial service a later date", entertainment
863 , p-324.txt ,"iraq advice new row the tories ministers parliament the legal advice the iraq war number 10 downing street the claims a new book the attorney general lord goldsmith advice lord goldsmith any way the conservatives and liberal democrats the publication the full legal advice the attorney general the government lord goldsmith advice the legality the war - saying such papers a short statement lord goldsmith position a written parliamentary answer 17 march 2003 a crucial commons vote the military action iraq material breach un resolution 1441 his new book lawless world philippe sands a qc and international law professor the parliamentary answer downing street mr sands lord goldsmith tony blair a document 7 march 2003 the use force iraq a second un resolution military action mr sands newsnight the government a legal team its case case legal action the uk the war 10 march military chiefs an unequivocal statement the legality the war sure troops a court law the book the guardian newspaper 13 march lord goldsmith home office minister lord falconer downing street adviser baroness morgan that downing street his [lord goldsmith ] view a parliamentary answer 17 march mr sands tory leader michael howard calls the publication the full legal advice the attorney general this issue these revelations an intensive spotlight the cavalier way this government an issue peace and war the government public confidence and trust liberal democrat foreign affairs spokesman menzies campbell his party calls lord goldsmith first piece legal advice public the public interest the government justifies non-publication the whole the advice the fullest disclosure a statement newsnight lord goldsmith my parliamentary answer march 17 2003 my genuinely held independent view military action the existing security council resolutions not a view a result any way number 10 the prime minister official spokesman the claims the attorney general the words the judgement ex-foreign secretary robin cook all the advice the claims parliament a pr #233 cis lord goldsmith second opinion no 10 lord goldsmith the statement mr cook the attorney general advice an independent legal opinion political negotiation this kind", politics
864 , b-387.txt ,"germany 1990 jobless levelgerman unemployment the 11th consecutive month december the year average jobless total the highest reunification the seasonally adjusted jobless total a higher expected 17000 to 4.483 million the bundesbank statistics the average number people work the highest 1990 a rate 10.8% bad weather a sluggish economy the rise the increase the onstart winter labour office chief frank-juergen weise the figures unemployment 206900 to 4.64 million many sectors construction workers bad weather the three years stagnation the german economy an end 2004 the upturn the labour market mr weise news the rise government welfare reforms force a move unemployment swell coming months the hartz iv changes the previous two tier system benefits and support the long term unemployed one flat-rate payout turn more people work driving official figures a nasty figure january 2005 about five million a non-seasonally adjusted basis hvb group economist andreas rees the numbers the year 2004 level 4.4 million jobless a strong and lasting turnaround 2006 german economy minister wolfgang clement 2010 the hartz iv reforms the average jobless rate between 3% 5% europe biggest economy work three years economic stagnation recent months companies adam opel the german arm us carmaker general motors - and retailer karstadtquelle jobs", business
865 , e-142.txt ,"new york rockers top talent poll new york electro-rock group the bravery top the bbc news website sound 2005 poll the music scene most promising new act the bravery the cure new order the most heavily-tipped act the survey 110 impartial critics broadcasters rock band keane sound 2004 us rapper 50 cent sound 2003 other new artists this year list london indie group bloc party second and uk rapper kano the bravery their first gig 2003 bands the libertines interpol and echo the bunnymen the subject a record company war 2004 their debut single unconditional a huge buzz the uk november singer sam endicott coming top the sound 2005 list a zillion screaming fans a jackass a liar the experts the bravery the times  music critic paul connolly love pop chris hawkins host bbc 6 music chart show the band great guitars a mastery the electro-clash sound the bravery proof new york city hot new talent nigel harding head music london rock radio station xfm every track their live set a potential single unconditional the summit the station listeners  chart a fortnight its first play mr harding an unheard achievement a debut single q magazine reviews editor ted kessler new york clothes an unusually nimble ear concise yearning pop the mould duran duran the strokes other pundits part the survey bbc radio 1 dj trevor nelson nme editor conor mcnicholas top the pops presenter fearne cotton glastonbury organiser emily eavis bbc radio 2 music editor colin martin the top 10 second-placed rock band bloc party their rise franz ferdinand and uk garage mc kano the streets  record label us rapper the game dr dre latest protege leeds group kaiser chiefs a promise a britpop revival last year survey keane franz ferdinand razorlight joss stone the top five - all the music industry that point boy band mcfly scissor sisters the uk best-selling album 2004 the survey the pundits tips three acts the top their chosen genre terms sales critical acclaim the artists any country any musical genre a uk top 20 single a contestant a tv talent show something else a soap actor those tips the top 10", entertainment
866 , t-077.txt ,"rich pickings hi-tech thieves trojans other malicious programs the net a subtle change the shift tech savvy criminals technology con people cash valuable data home pcs viruses headlines millions programs directly criminal ends firms networks defences the new wave malicious code the growing criminal use malware the end the neat categorisation different sorts viruses malicious programs viruses the method machines the viruses criminals lots technical tricks one nasty package the neat little box pete simpson head the threat laboratory security firm clearswift viruses worms loopholes browsers e-mail message attachments outright criminality mr simpson this change the criminal programs eastern europe cash-rich organised gangs a ready supply technical experts code former virus writer marek strihavka aka benny the 29a virus group the malware scene spyware writers phishing gangs spammers money the technology virus writers programs their technical prowess rivals the underground world malware authors paul king principal security consultant cisco the defences such attacks many ways the least likely way e-mail anti-virus firewalls the malicious programs hi-tech thieves tried and tested techniques machines users a program important data criminals mr king the tactics malicious programs change mr king many firms the way many scan machines the corporate networks the core network a machine a worker their job the latest patches settings different tactics criminals technology reasons the main motivation money gary stowell spokesman st bernard software mr stowell organised crime gangs computer crime the risks the rates return almost any phishing or spyware attack criminals some people the contacts spyware criminals machines their own ends key data users web browsing sessions people particular sites some cases spyware rival malicious programs pcs sole ownership that machine", technology
867 , p-129.txt ,"uk troops ivory coast standbydowning street british troops standby case several hundred uk citizens ivory coast the news france its hostages days anti-french demonstrations trouble nine french peacekeepers president jacques chirac the destruction the ivory coast air force a company 100-120 uk troops standby the route the embassy the airport prime minister tony blair official spokesman british nationals ivory coast the usual contingency plans case the situation this stage the situation case evacuation france a lead role international peacekeeping ivory coast a former colony president laurent gbagbo an 18-month ceasefire rebels their positions the nine french soldiers the decision the african nation small air force riots french and other foreign nationals the spanish their forces standby their nationals", politics
868 , t-178.txt ,"slimmer playstation triple sales sony playstation 2 slimmer shape uk gamers 50000 its first week sale sales launch microsoft xbox market analysts chart-track the numbers the release the ps2-only game grand theft auto san andreas the title the uk sales record video games its first weekend release latest figures more than 677000 copies sony microsoft last week john houlihan editor computerandvideogames.com bbc news halo 2 [ xbox] next week a head-to-head contest xbox xbox sales the last week ps2 sales more than double the figures sony the seven million barrier uk sales the console edinburgh-based developer rockstar the gta titles san andreas an estimated £24m gross revenues the weekend comparison blockbuster films harry potter the prisoner azkaban £11.5m its first three days the uk box office the lord the rings the return the king nearly £10m its opening weekend games titles four to five times cinema tickets gangster-themed gta san andreas the sequel grand theft auto vice city the record the fastest-selling video game the xbox game halo 2 11 november the uk the best-selling games the year the original title universal acclaim 2001 more than four million copies mr houlihan sony the ps2 the release san andreas the slimline ps2 the shelves the run-up christmas a huge battlefield games titles microsoft xbox the race last week sales the sales figures a largely adult audience demand gta san andreas an 18 certificate sony and microsoft both reduced console prices the way the launches their next generation 2005 crucial price points around £100 new consoles new audience the release two really important games terms development those sales mr houlihan", technology
869 , b-058.txt ,"electrolux europe jobs electrolux its shares 14% tuesday its manufacturing low-cost countries the swedish firm the world largest maker home appliances about 10 its 27 plants western europe north america facilities asia eastern europe mexico the company two manufacturing sites county durham lawn and garden products newton aycliffe cookers and ovens spennymoor the newton aycliffe plant electrolux separate announcement its outdoor products unit a new separate company electrolux subsidiary brands aeg zanussi and frigidaire the company its restructuring programme £190m £265m 2009 half the plants high-cost countries 10 - are risk electrolux chief executive hans straberg swedish trades union official ulf carlsson sweden", business
